Chunk ID,Text,Page Range,Line Range,Filename
197,= ,"(14, 14)","(376, 376)",data/report.pdf
198,$(AM_CFLAGS)-DBUILDING_H264_STREAMINGmod_h264_streaming_la_LDFLAGS ,"(14, 14)","(376, 378)",data/report.pdf
199,= ,"(14, 14)","(378, 378)",data/report.pdf
200,-module ,"(14, 14)","(378, 378)",data/report.pdf
201,-export-dynamic14-avoid-version ,"(14, 15)","(378, 380)",data/report.pdf
202,-no-undefinedmod_h264_streaming_la_LIBADD ,"(15, 15)","(380, 381)",data/report.pdf
203,= ,"(15, 15)","(381, 381)",data/report.pdf
204,$(common_libadd)cd ,"(15, 15)","(381, 382)",data/report.pdf
205,lighttpd-1.4.26./autogen.sh./configure ,"(15, 15)","(382, 384)",data/report.pdf
206,--enable-maintainer-mode ,"(15, 15)","(384, 384)",data/report.pdf
207,--prefix=/home/lighttpdmakesudo ,"(15, 15)","(384, 386)",data/report.pdf
208,make ,"(15, 15)","(386, 386)",data/report.pdf
209,install ,"(15, 15)","(386, 386)",data/report.pdf
210,(此行指令需要root權限方可執行)為配合lighttpd.conf的修改內容，,"(15, 15)","(386, 387)",data/report.pdf
211,需先建立原先不存在的資料夾及空白log檔案：sudo mkdir -p /var/lighttpd/logs (建立資料夾)sudo gedit /var/lighttpd/logs/lighttpd.error.log (建立檔案，,"(15, 15)","(387, 389)",data/report.pdf
212,頇儲存後再關閉視窗)sudo gedit /var/lighttpd/logs/lighttpd.breakage.log (建立檔案，,"(15, 15)","(389, 391)",data/report.pdf
213,頇儲存後再關閉視窗)開啟並修改lighttpd.conf ,"(15, 15)","(391, 393)",data/report.pdf
214, ,"(15, 15)","(393, 393)",data/report.pdf
215,(詳細路徑：/lighttpd/lighttpd-1.4.26/tests/lighttpd.conf)：gedit ,"(15, 15)","(393, 394)",data/report.pdf
216,/tests/lighttpd.conf在開啟的lighttpd.conf中全選並貼上以下敘述來取代原先的敘述(IP位址需修改)：# ,"(15, 15)","(394, 396)",data/report.pdf
217,lighttpd ,"(15, 15)","(396, 396)",data/report.pdf
218,configuration ,"(15, 15)","(396, 396)",data/report.pdf
219,file## ,"(15, 15)","(396, 398)",data/report.pdf
220,use ,"(15, 15)","(398, 398)",data/report.pdf
221,it ,"(15, 15)","(398, 398)",data/report.pdf
222,as ,"(15, 15)","(398, 398)",data/report.pdf
223,a ,"(15, 15)","(398, 398)",data/report.pdf
224,base ,"(15, 15)","(398, 398)",data/report.pdf
225,for ,"(15, 15)","(398, 398)",data/report.pdf
226,lighttpd ,"(15, 15)","(398, 398)",data/report.pdf
227,1.0.0 ,"(15, 15)","(398, 398)",data/report.pdf
228,and ,"(15, 15)","(398, 398)",data/report.pdf
229,above## ,"(15, 15)","(398, 400)",data/report.pdf
230,$Id: ,"(15, 15)","(400, 400)",data/report.pdf
231,"lighttpd.conf,v ","(15, 15)","(400, 400)",data/report.pdf
232,1.7 ,"(15, 15)","(400, 400)",data/report.pdf
233,2004/11/03 ,"(15, 15)","(400, 400)",data/report.pdf
234,22:26:05 ,"(15, 15)","(400, 400)",data/report.pdf
235,weigon ,"(15, 15)","(400, 400)",data/report.pdf
236,Exp ,"(15, 15)","(400, 400)",data/report.pdf
237,$############ ,"(15, 15)","(400, 401)",data/report.pdf
238,Options ,"(15, 15)","(401, 401)",data/report.pdf
239,you ,"(15, 15)","(401, 401)",data/report.pdf
240,really ,"(15, 15)","(401, 401)",data/report.pdf
241,have ,"(15, 15)","(401, 401)",data/report.pdf
242,to ,"(15, 15)","(401, 401)",data/report.pdf
243,take ,"(15, 15)","(401, 401)",data/report.pdf
244,care ,"(15, 15)","(401, 401)",data/report.pdf
245,of###################### ,"(15, 15)","(401, 403)",data/report.pdf
246,modules ,"(15, 15)","(403, 403)",data/report.pdf
247,to ,"(15, 15)","(403, 403)",data/report.pdf
248,load# ,"(15, 15)","(403, 404)",data/report.pdf
249,at ,"(15, 15)","(404, 404)",data/report.pdf
250,least ,"(15, 15)","(404, 404)",data/report.pdf
251,mod_access ,"(15, 15)","(404, 404)",data/report.pdf
252,and ,"(15, 15)","(404, 404)",data/report.pdf
253,mod_accesslog ,"(15, 15)","(404, 404)",data/report.pdf
254,should ,"(15, 15)","(404, 404)",data/report.pdf
255,be ,"(15, 15)","(404, 404)",data/report.pdf
256,loaded# ,"(15, 15)","(404, 405)",data/report.pdf
257,all ,"(15, 15)","(405, 405)",data/report.pdf
258,other ,"(15, 15)","(405, 405)",data/report.pdf
259,module ,"(15, 15)","(405, 405)",data/report.pdf
260,should ,"(15, 15)","(405, 405)",data/report.pdf
261,only ,"(15, 15)","(405, 405)",data/report.pdf
262,be ,"(15, 15)","(405, 405)",data/report.pdf
263,loaded ,"(15, 15)","(405, 405)",data/report.pdf
264,if ,"(15, 15)","(405, 405)",data/report.pdf
265,really ,"(15, 15)","(405, 405)",data/report.pdf
266,neccesary# ,"(15, 15)","(405, 406)",data/report.pdf
267,- ,"(15, 15)","(406, 406)",data/report.pdf
268,saves ,"(15, 15)","(406, 406)",data/report.pdf
269,some ,"(15, 15)","(406, 406)",data/report.pdf
270,time# ,"(15, 15)","(406, 407)",data/report.pdf
271,- ,"(15, 15)","(407, 407)",data/report.pdf
272,saves ,"(15, 15)","(407, 407)",data/report.pdf
273,memoryserver.modules ,"(15, 15)","(407, 408)",data/report.pdf
274, ,"(15, 15)","(408, 408)",data/report.pdf
275, ,"(15, 15)","(408, 408)",data/report.pdf
276, ,"(15, 15)","(408, 408)",data/report.pdf
277, ,"(15, 15)","(408, 408)",data/report.pdf
278, ,"(15, 15)","(408, 408)",data/report.pdf
279, ,"(15, 15)","(408, 408)",data/report.pdf
280, ,"(15, 15)","(408, 408)",data/report.pdf
281, ,"(15, 15)","(408, 408)",data/report.pdf
282, ,"(15, 15)","(408, 408)",data/report.pdf
283, ,"(15, 15)","(408, 408)",data/report.pdf
284, ,"(15, 15)","(408, 408)",data/report.pdf
285, ,"(15, 15)","(408, 408)",data/report.pdf
286, ,"(15, 15)","(408, 408)",data/report.pdf
287,= ,"(15, 15)","(408, 408)",data/report.pdf
288,"(…15""mod_h264_streaming"",…)…(中間省略)…# ","(15, 16)","(408, 416)",data/report.pdf
289,mimetype ,"(16, 16)","(416, 416)",data/report.pdf
290,mappingmimetype.assign ,"(16, 16)","(416, 417)",data/report.pdf
291, ,"(16, 16)","(417, 417)",data/report.pdf
292, ,"(16, 16)","(417, 417)",data/report.pdf
293, ,"(16, 16)","(417, 417)",data/report.pdf
294, ,"(16, 16)","(417, 417)",data/report.pdf
295, ,"(16, 16)","(417, 417)",data/report.pdf
296, ,"(16, 16)","(417, 417)",data/report.pdf
297, ,"(16, 16)","(417, 417)",data/report.pdf
298, ,"(16, 16)","(417, 417)",data/report.pdf
299, ,"(16, 16)","(417, 417)",data/report.pdf
300, ,"(16, 16)","(417, 417)",data/report.pdf
301, ,"(16, 16)","(417, 417)",data/report.pdf
302, ,"(16, 16)","(417, 417)",data/report.pdf
303,= ,"(16, 16)","(417, 417)",data/report.pdf
304,"(…"".css"" ","(16, 16)","(417, 419)",data/report.pdf
305, ,"(16, 16)","(419, 419)",data/report.pdf
306, ,"(16, 16)","(419, 419)",data/report.pdf
307, ,"(16, 16)","(419, 419)",data/report.pdf
308, ,"(16, 16)","(419, 419)",data/report.pdf
309, ,"(16, 16)","(419, 419)",data/report.pdf
310, ,"(16, 16)","(419, 419)",data/report.pdf
311, ,"(16, 16)","(419, 419)",data/report.pdf
312, ,"(16, 16)","(419, 419)",data/report.pdf
313, ,"(16, 16)","(419, 419)",data/report.pdf
314,=> ,"(16, 16)","(419, 419)",data/report.pdf
315, ,"(16, 16)","(419, 419)",data/report.pdf
316, ,"(16, 16)","(419, 419)",data/report.pdf
317, ,"(16, 16)","(419, 419)",data/report.pdf
318, ,"(16, 16)","(419, 419)",data/report.pdf
319, ,"(16, 16)","(419, 419)",data/report.pdf
320,"""text/css"",…# ","(16, 16)","(419, 421)",data/report.pdf
321,default ,"(16, 16)","(421, 421)",data/report.pdf
322,mime ,"(16, 16)","(421, 421)",data/report.pdf
323,"type"""" ","(16, 16)","(421, 422)",data/report.pdf
324, ,"(16, 16)","(422, 422)",data/report.pdf
325, ,"(16, 16)","(422, 422)",data/report.pdf
326, ,"(16, 16)","(422, 422)",data/report.pdf
327, ,"(16, 16)","(422, 422)",data/report.pdf
328, ,"(16, 16)","(422, 422)",data/report.pdf
329, ,"(16, 16)","(422, 422)",data/report.pdf
330, ,"(16, 16)","(422, 422)",data/report.pdf
331, ,"(16, 16)","(422, 422)",data/report.pdf
332, ,"(16, 16)","(422, 422)",data/report.pdf
333, ,"(16, 16)","(422, 422)",data/report.pdf
334, ,"(16, 16)","(422, 422)",data/report.pdf
335, ,"(16, 16)","(422, 422)",data/report.pdf
336, ,"(16, 16)","(422, 422)",data/report.pdf
337,=> ,"(16, 16)","(422, 422)",data/report.pdf
338, ,"(16, 16)","(422, 422)",data/report.pdf
339, ,"(16, 16)","(422, 422)",data/report.pdf
340, ,"(16, 16)","(422, 422)",data/report.pdf
341, ,"(16, 16)","(422, 422)",data/report.pdf
342, ,"(16, 16)","(422, 422)",data/report.pdf
343,"""application/octet-stream"",)…######### ","(16, 16)","(422, 425)",data/report.pdf
344,Options ,"(16, 16)","(425, 425)",data/report.pdf
345,that ,"(16, 16)","(425, 425)",data/report.pdf
346,are ,"(16, 16)","(425, 425)",data/report.pdf
347,good ,"(16, 16)","(425, 425)",data/report.pdf
348,to ,"(16, 16)","(425, 425)",data/report.pdf
349,be ,"(16, 16)","(425, 425)",data/report.pdf
350,but ,"(16, 16)","(425, 425)",data/report.pdf
351,not ,"(16, 16)","(425, 425)",data/report.pdf
352,neccesary ,"(16, 16)","(425, 425)",data/report.pdf
353,to ,"(16, 16)","(425, 425)",data/report.pdf
354,be ,"(16, 16)","(425, 425)",data/report.pdf
355,changed######### ,"(16, 16)","(425, 427)",data/report.pdf
356,64 ,"(16, 16)","(427, 427)",data/report.pdf
357,Mbyte ,"(16, 16)","(427, 427)",data/report.pdf
358,... ,"(16, 16)","(427, 427)",data/report.pdf
359,nice ,"(16, 16)","(427, 427)",data/report.pdf
360,limit#server.max-request-size ,"(16, 16)","(427, 428)",data/report.pdf
361,= ,"(16, 16)","(428, 428)",data/report.pdf
362,65000## ,"(16, 16)","(428, 429)",data/report.pdf
363,bind ,"(16, 16)","(429, 429)",data/report.pdf
364,to ,"(16, 16)","(429, 429)",data/report.pdf
365,port ,"(16, 16)","(429, 429)",data/report.pdf
366,(default: ,"(16, 16)","(429, 429)",data/report.pdf
367,80)server.port ,"(16, 16)","(429, 430)",data/report.pdf
368, ,"(16, 16)","(430, 430)",data/report.pdf
369, ,"(16, 16)","(430, 430)",data/report.pdf
370, ,"(16, 16)","(430, 430)",data/report.pdf
371, ,"(16, 16)","(430, 430)",data/report.pdf
372, ,"(16, 16)","(430, 430)",data/report.pdf
373, ,"(16, 16)","(430, 430)",data/report.pdf
374, ,"(16, 16)","(430, 430)",data/report.pdf
375, ,"(16, 16)","(430, 430)",data/report.pdf
376, ,"(16, 16)","(430, 430)",data/report.pdf
377, ,"(16, 16)","(430, 430)",data/report.pdf
378, ,"(16, 16)","(430, 430)",data/report.pdf
379, ,"(16, 16)","(430, 430)",data/report.pdf
380, ,"(16, 16)","(430, 430)",data/report.pdf
381, ,"(16, 16)","(430, 430)",data/report.pdf
382, ,"(16, 16)","(430, 430)",data/report.pdf
383,= ,"(16, 16)","(430, 430)",data/report.pdf
384,80## ,"(16, 16)","(430, 431)",data/report.pdf
385,bind ,"(16, 16)","(431, 431)",data/report.pdf
386,to ,"(16, 16)","(431, 431)",data/report.pdf
387,localhost ,"(16, 16)","(431, 431)",data/report.pdf
388,(default: ,"(16, 16)","(431, 431)",data/report.pdf
389,all ,"(16, 16)","(431, 431)",data/report.pdf
390,interfaces)server.bind ,"(16, 16)","(431, 432)",data/report.pdf
391, ,"(16, 16)","(432, 432)",data/report.pdf
392, ,"(16, 16)","(432, 432)",data/report.pdf
393, ,"(16, 16)","(432, 432)",data/report.pdf
394, ,"(16, 16)","(432, 432)",data/report.pdf
395, ,"(16, 16)","(432, 432)",data/report.pdf
396, ,"(16, 16)","(432, 432)",data/report.pdf
397, ,"(16, 16)","(432, 432)",data/report.pdf
398, ,"(16, 16)","(432, 432)",data/report.pdf
399, ,"(16, 16)","(432, 432)",data/report.pdf
400, ,"(16, 16)","(432, 432)",data/report.pdf
401, ,"(16, 16)","(432, 432)",data/report.pdf
402, ,"(16, 16)","(432, 432)",data/report.pdf
403, ,"(16, 16)","(432, 432)",data/report.pdf
404, ,"(16, 16)","(432, 432)",data/report.pdf
405, ,"(16, 16)","(432, 432)",data/report.pdf
406,= ,"(16, 16)","(432, 432)",data/report.pdf
407,"""192.168.xxx.xxx"" ","(16, 16)","(432, 432)",data/report.pdf
408, ,"(16, 16)","(432, 432)",data/report.pdf
409,(此處請修改為自己主機的IP)…(中間省略)#### ,"(16, 16)","(432, 435)",data/report.pdf
410,proxy ,"(16, 16)","(435, 435)",data/report.pdf
411,module## ,"(16, 16)","(435, 436)",data/report.pdf
412,read ,"(16, 16)","(436, 436)",data/report.pdf
413,proxy.txt ,"(16, 16)","(436, 436)",data/report.pdf
414,for ,"(16, 16)","(436, 436)",data/report.pdf
415,more ,"(16, 16)","(436, 436)",data/report.pdf
416,info#proxy.server ,"(16, 16)","(436, 437)",data/report.pdf
417, ,"(16, 16)","(437, 437)",data/report.pdf
418, ,"(16, 16)","(437, 437)",data/report.pdf
419, ,"(16, 16)","(437, 437)",data/report.pdf
420, ,"(16, 16)","(437, 437)",data/report.pdf
421, ,"(16, 16)","(437, 437)",data/report.pdf
422, ,"(16, 16)","(437, 437)",data/report.pdf
423, ,"(16, 16)","(437, 437)",data/report.pdf
424, ,"(16, 16)","(437, 437)",data/report.pdf
425, ,"(16, 16)","(437, 437)",data/report.pdf
426, ,"(16, 16)","(437, 437)",data/report.pdf
427, ,"(16, 16)","(437, 437)",data/report.pdf
428, ,"(16, 16)","(437, 437)",data/report.pdf
429, ,"(16, 16)","(437, 437)",data/report.pdf
430, ,"(16, 16)","(437, 437)",data/report.pdf
431,= ,"(16, 16)","(437, 437)",data/report.pdf
432,( ,"(16, 16)","(437, 437)",data/report.pdf
433,""".php"" ","(16, 16)","(437, 437)",data/report.pdf
434,=># ,"(16, 16)","(437, 438)",data/report.pdf
435, ,"(16, 16)","(438, 438)",data/report.pdf
436, ,"(16, 16)","(438, 438)",data/report.pdf
437, ,"(16, 16)","(438, 438)",data/report.pdf
438, ,"(16, 16)","(438, 438)",data/report.pdf
439, ,"(16, 16)","(438, 438)",data/report.pdf
440, ,"(16, 16)","(438, 438)",data/report.pdf
441, ,"(16, 16)","(438, 438)",data/report.pdf
442, ,"(16, 16)","(438, 438)",data/report.pdf
443, ,"(16, 16)","(438, 438)",data/report.pdf
444, ,"(16, 16)","(438, 438)",data/report.pdf
445, ,"(16, 16)","(438, 438)",data/report.pdf
446, ,"(16, 16)","(438, 438)",data/report.pdf
447, ,"(16, 16)","(438, 438)",data/report.pdf
448, ,"(16, 16)","(438, 438)",data/report.pdf
449, ,"(16, 16)","(438, 438)",data/report.pdf
450, ,"(16, 16)","(438, 438)",data/report.pdf
451, ,"(16, 16)","(438, 438)",data/report.pdf
452, ,"(16, 16)","(438, 438)",data/report.pdf
453, ,"(16, 16)","(438, 438)",data/report.pdf
454, ,"(16, 16)","(438, 438)",data/report.pdf
455, ,"(16, 16)","(438, 438)",data/report.pdf
456, ,"(16, 16)","(438, 438)",data/report.pdf
457, ,"(16, 16)","(438, 438)",data/report.pdf
458, ,"(16, 16)","(438, 438)",data/report.pdf
459, ,"(16, 16)","(438, 438)",data/report.pdf
460, ,"(16, 16)","(438, 438)",data/report.pdf
461, ,"(16, 16)","(438, 438)",data/report.pdf
462, ,"(16, 16)","(438, 438)",data/report.pdf
463, ,"(16, 16)","(438, 438)",data/report.pdf
464, ,"(16, 16)","(438, 438)",data/report.pdf
465,( ,"(16, 16)","(438, 438)",data/report.pdf
466,"""localhost"" ","(16, 16)","(438, 438)",data/report.pdf
467,=># ,"(16, 16)","(438, 439)",data/report.pdf
468, ,"(16, 16)","(439, 439)",data/report.pdf
469, ,"(16, 16)","(439, 439)",data/report.pdf
470, ,"(16, 16)","(439, 439)",data/report.pdf
471, ,"(16, 16)","(439, 439)",data/report.pdf
472, ,"(16, 16)","(439, 439)",data/report.pdf
473, ,"(16, 16)","(439, 439)",data/report.pdf
474, ,"(16, 16)","(439, 439)",data/report.pdf
475, ,"(16, 16)","(439, 439)",data/report.pdf
476, ,"(16, 16)","(439, 439)",data/report.pdf
477, ,"(16, 16)","(439, 439)",data/report.pdf
478, ,"(16, 16)","(439, 439)",data/report.pdf
479, ,"(16, 16)","(439, 439)",data/report.pdf
480, ,"(16, 16)","(439, 439)",data/report.pdf
481, ,"(16, 16)","(439, 439)",data/report.pdf
482, ,"(16, 16)","(439, 439)",data/report.pdf
483, ,"(16, 16)","(439, 439)",data/report.pdf
484, ,"(16, 16)","(439, 439)",data/report.pdf
485, ,"(16, 16)","(439, 439)",data/report.pdf
486, ,"(16, 16)","(439, 439)",data/report.pdf
487, ,"(16, 16)","(439, 439)",data/report.pdf
488, ,"(16, 16)","(439, 439)",data/report.pdf
489, ,"(16, 16)","(439, 439)",data/report.pdf
490, ,"(16, 16)","(439, 439)",data/report.pdf
491, ,"(16, 16)","(439, 439)",data/report.pdf
492, ,"(16, 16)","(439, 439)",data/report.pdf
493, ,"(16, 16)","(439, 439)",data/report.pdf
494, ,"(16, 16)","(439, 439)",data/report.pdf
495, ,"(16, 16)","(439, 439)",data/report.pdf
496, ,"(16, 16)","(439, 439)",data/report.pdf
497, ,"(16, 16)","(439, 439)",data/report.pdf
498, ,"(16, 16)","(439, 439)",data/report.pdf
499, ,"(16, 16)","(439, 439)",data/report.pdf
500,(# ,"(16, 16)","(439, 440)",data/report.pdf
501, ,"(16, 16)","(440, 440)",data/report.pdf
502, ,"(16, 16)","(440, 440)",data/report.pdf
503, ,"(16, 16)","(440, 440)",data/report.pdf
504, ,"(16, 16)","(440, 440)",data/report.pdf
505, ,"(16, 16)","(440, 440)",data/report.pdf
506, ,"(16, 16)","(440, 440)",data/report.pdf
507, ,"(16, 16)","(440, 440)",data/report.pdf
508, ,"(16, 16)","(440, 440)",data/report.pdf
509, ,"(16, 16)","(440, 440)",data/report.pdf
510, ,"(16, 16)","(440, 440)",data/report.pdf
511, ,"(16, 16)","(440, 440)",data/report.pdf
512, ,"(16, 16)","(440, 440)",data/report.pdf
513, ,"(16, 16)","(440, 440)",data/report.pdf
514, ,"(16, 16)","(440, 440)",data/report.pdf
515, ,"(16, 16)","(440, 440)",data/report.pdf
516, ,"(16, 16)","(440, 440)",data/report.pdf
517, ,"(16, 16)","(440, 440)",data/report.pdf
518, ,"(16, 16)","(440, 440)",data/report.pdf
519, ,"(16, 16)","(440, 440)",data/report.pdf
520, ,"(16, 16)","(440, 440)",data/report.pdf
521, ,"(16, 16)","(440, 440)",data/report.pdf
522, ,"(16, 16)","(440, 440)",data/report.pdf
523, ,"(16, 16)","(440, 440)",data/report.pdf
524, ,"(16, 16)","(440, 440)",data/report.pdf
525, ,"(16, 16)","(440, 440)",data/report.pdf
526, ,"(16, 16)","(440, 440)",data/report.pdf
527, ,"(16, 16)","(440, 440)",data/report.pdf
528, ,"(16, 16)","(440, 440)",data/report.pdf
529, ,"(16, 16)","(440, 440)",data/report.pdf
530, ,"(16, 16)","(440, 440)",data/report.pdf
531, ,"(16, 16)","(440, 440)",data/report.pdf
532, ,"(16, 16)","(440, 440)",data/report.pdf
533, ,"(16, 16)","(440, 440)",data/report.pdf
534, ,"(16, 16)","(440, 440)",data/report.pdf
535,"""host"" ","(16, 16)","(440, 440)",data/report.pdf
536,=> ,"(16, 16)","(440, 440)",data/report.pdf
537,"""192.168.0.101"",# ","(16, 16)","(440, 441)",data/report.pdf
538, ,"(16, 16)","(441, 441)",data/report.pdf
539, ,"(16, 16)","(441, 441)",data/report.pdf
540, ,"(16, 16)","(441, 441)",data/report.pdf
541, ,"(16, 16)","(441, 441)",data/report.pdf
542, ,"(16, 16)","(441, 441)",data/report.pdf
543, ,"(16, 16)","(441, 441)",data/report.pdf
544, ,"(16, 16)","(441, 441)",data/report.pdf
545, ,"(16, 16)","(441, 441)",data/report.pdf
546, ,"(16, 16)","(441, 441)",data/report.pdf
547, ,"(16, 16)","(441, 441)",data/report.pdf
548, ,"(16, 16)","(441, 441)",data/report.pdf
549, ,"(16, 16)","(441, 441)",data/report.pdf
550, ,"(16, 16)","(441, 441)",data/report.pdf
551, ,"(16, 16)","(441, 441)",data/report.pdf
552, ,"(16, 16)","(441, 441)",data/report.pdf
553, ,"(16, 16)","(441, 441)",data/report.pdf
554, ,"(16, 16)","(441, 441)",data/report.pdf
555, ,"(16, 16)","(441, 441)",data/report.pdf
556, ,"(16, 16)","(441, 441)",data/report.pdf
557, ,"(16, 16)","(441, 441)",data/report.pdf
558, ,"(16, 16)","(441, 441)",data/report.pdf
559, ,"(16, 16)","(441, 441)",data/report.pdf
560, ,"(16, 16)","(441, 441)",data/report.pdf
561, ,"(16, 16)","(441, 441)",data/report.pdf
562, ,"(16, 16)","(441, 441)",data/report.pdf
563, ,"(16, 16)","(441, 441)",data/report.pdf
564, ,"(16, 16)","(441, 441)",data/report.pdf
565, ,"(16, 16)","(441, 441)",data/report.pdf
566, ,"(16, 16)","(441, 441)",data/report.pdf
567, ,"(16, 16)","(441, 441)",data/report.pdf
568, ,"(16, 16)","(441, 441)",data/report.pdf
569, ,"(16, 16)","(441, 441)",data/report.pdf
570, ,"(16, 16)","(441, 441)",data/report.pdf
571, ,"(16, 16)","(441, 441)",data/report.pdf
572,"""port"" ","(16, 16)","(441, 441)",data/report.pdf
573,=> ,"(16, 16)","(441, 441)",data/report.pdf
574,80# ,"(16, 16)","(441, 442)",data/report.pdf
575, ,"(16, 16)","(442, 442)",data/report.pdf
576, ,"(16, 16)","(442, 442)",data/report.pdf
577, ,"(16, 16)","(442, 442)",data/report.pdf
578, ,"(16, 16)","(442, 442)",data/report.pdf
579, ,"(16, 16)","(442, 442)",data/report.pdf
580, ,"(16, 16)","(442, 442)",data/report.pdf
581, ,"(16, 16)","(442, 442)",data/report.pdf
582, ,"(16, 16)","(442, 442)",data/report.pdf
583, ,"(16, 16)","(442, 442)",data/report.pdf
584, ,"(16, 16)","(442, 442)",data/report.pdf
585, ,"(16, 16)","(442, 442)",data/report.pdf
586, ,"(16, 16)","(442, 442)",data/report.pdf
587, ,"(16, 16)","(442, 442)",data/report.pdf
588, ,"(16, 16)","(442, 442)",data/report.pdf
589, ,"(16, 16)","(442, 442)",data/report.pdf
590, ,"(16, 16)","(442, 442)",data/report.pdf
591, ,"(16, 16)","(442, 442)",data/report.pdf
592, ,"(16, 16)","(442, 442)",data/report.pdf
593, ,"(16, 16)","(442, 442)",data/report.pdf
594, ,"(16, 16)","(442, 442)",data/report.pdf
595, ,"(16, 16)","(442, 442)",data/report.pdf
596, ,"(16, 16)","(442, 442)",data/report.pdf
597, ,"(16, 16)","(442, 442)",data/report.pdf
598, ,"(16, 16)","(442, 442)",data/report.pdf
599, ,"(16, 16)","(442, 442)",data/report.pdf
600, ,"(16, 16)","(442, 442)",data/report.pdf
601, ,"(16, 16)","(442, 442)",data/report.pdf
602, ,"(16, 16)","(442, 442)",data/report.pdf
603, ,"(16, 16)","(442, 442)",data/report.pdf
604, ,"(16, 16)","(442, 442)",data/report.pdf
605, ,"(16, 16)","(442, 442)",data/report.pdf
606, ,"(16, 16)","(442, 442)",data/report.pdf
607,)# ,"(16, 16)","(442, 443)",data/report.pdf
608, ,"(16, 16)","(443, 443)",data/report.pdf
609, ,"(16, 16)","(443, 443)",data/report.pdf
610, ,"(16, 16)","(443, 443)",data/report.pdf
611, ,"(16, 16)","(443, 443)",data/report.pdf
612, ,"(16, 16)","(443, 443)",data/report.pdf
613, ,"(16, 16)","(443, 443)",data/report.pdf
614, ,"(16, 16)","(443, 443)",data/report.pdf
615, ,"(16, 16)","(443, 443)",data/report.pdf
616, ,"(16, 16)","(443, 443)",data/report.pdf
617, ,"(16, 16)","(443, 443)",data/report.pdf
618, ,"(16, 16)","(443, 443)",data/report.pdf
619, ,"(16, 16)","(443, 443)",data/report.pdf
620, ,"(16, 16)","(443, 443)",data/report.pdf
621, ,"(16, 16)","(443, 443)",data/report.pdf
622, ,"(16, 16)","(443, 443)",data/report.pdf
623, ,"(16, 16)","(443, 443)",data/report.pdf
624, ,"(16, 16)","(443, 443)",data/report.pdf
625, ,"(16, 16)","(443, 443)",data/report.pdf
626, ,"(16, 16)","(443, 443)",data/report.pdf
627, ,"(16, 16)","(443, 443)",data/report.pdf
628, ,"(16, 16)","(443, 443)",data/report.pdf
629, ,"(16, 16)","(443, 443)",data/report.pdf
630, ,"(16, 16)","(443, 443)",data/report.pdf
631, ,"(16, 16)","(443, 443)",data/report.pdf
632, ,"(16, 16)","(443, 443)",data/report.pdf
633, ,"(16, 16)","(443, 443)",data/report.pdf
634, ,"(16, 16)","(443, 443)",data/report.pdf
635, ,"(16, 16)","(443, 443)",data/report.pdf
636, ,"(16, 16)","(443, 443)",data/report.pdf
637, ,"(16, 16)","(443, 443)",data/report.pdf
638,)# ,"(16, 16)","(443, 444)",data/report.pdf
639, ,"(16, 16)","(444, 444)",data/report.pdf
640, ,"(16, 16)","(444, 444)",data/report.pdf
641, ,"(16, 16)","(444, 444)",data/report.pdf
642, ,"(16, 16)","(444, 444)",data/report.pdf
643, ,"(16, 16)","(444, 444)",data/report.pdf
644, ,"(16, 16)","(444, 444)",data/report.pdf
645, ,"(16, 16)","(444, 444)",data/report.pdf
646, ,"(16, 16)","(444, 444)",data/report.pdf
647, ,"(16, 16)","(444, 444)",data/report.pdf
648, ,"(16, 16)","(444, 444)",data/report.pdf
649, ,"(16, 16)","(444, 444)",data/report.pdf
650, ,"(16, 16)","(444, 444)",data/report.pdf
651, ,"(16, 16)","(444, 444)",data/report.pdf
652, ,"(16, 16)","(444, 444)",data/report.pdf
653, ,"(16, 16)","(444, 444)",data/report.pdf
654, ,"(16, 16)","(444, 444)",data/report.pdf
655, ,"(16, 16)","(444, 444)",data/report.pdf
656, ,"(16, 16)","(444, 444)",data/report.pdf
657, ,"(16, 16)","(444, 444)",data/report.pdf
658, ,"(16, 16)","(444, 444)",data/report.pdf
659, ,"(16, 16)","(444, 444)",data/report.pdf
660, ,"(16, 16)","(444, 444)",data/report.pdf
661, ,"(16, 16)","(444, 444)",data/report.pdf
662, ,"(16, 16)","(444, 444)",data/report.pdf
663, ,"(16, 16)","(444, 444)",data/report.pdf
664, ,"(16, 16)","(444, 444)",data/report.pdf
665, ,"(16, 16)","(444, 444)",data/report.pdf
666, ,"(16, 16)","(444, 444)",data/report.pdf
667,)…(以下省略)…16接著修改php設定檔(以下步驟頇針對自己主機的記憶體大小作修改)sudo ,"(16, 17)","(444, 449)",data/report.pdf
668,gedit ,"(17, 17)","(449, 449)",data/report.pdf
669,/etc/php5/cgi/php.ini修改上傳暫存資料夾路徑及最大上傳檔案大小：輸入自己主機的記憶體大小：,"(17, 17)","(449, 452)",data/report.pdf
670,17修改最大傳輸檔案大小：,"(18, 18)","(453, 455)",data/report.pdf
671,修改timeout的時間(上傳超過這個時間就會失敗)：,"(18, 19)","(456, 457)",data/report.pdf
672,18修改maxlifetime的時間(用來控制session連線時間)：,"(19, 19)","(458, 460)",data/report.pdf
673,如發生錯誤請檢查output_buffering的設定：,"(19, 19)","(461, 462)",data/report.pdf
